Code CIS ;name;galenic;administration;commercialisation;drugs_class;family ;action ;posology ;recommandations;availibity
61215042;CASPOFUNGINE MYLAN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
60140010;CASPOFUNGINE OHRE PHARMA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
63197689;CASPOFUNGINE OHRE PHARMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
62504078;CASPOFUNGINE REDDY PHARMA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
67982527;CASPOFUNGINE REDDY PHARMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
66869238;CASPOFUNGINE SUN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
67108093;CASPOFUNGINE SUN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
64263786;CASPOFUNGINE TEVA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
62613273;CASPOFUNGINE TEVA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
62080334;CASPOFUNGINE TEVA SANTE 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
69061411;CASPOFUNGINE TEVA SANTE 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
65658213;CASTOR EQUI BOIRON, pommade;pommade;cutanée;Commercialisée;;;;;;
62350438;CATACOL 0,1 POUR CENT, collyre;collyre;ophtalmique;Non commercialisée;;;;;;
68678872;CATAPRESSAN 0,15 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64256681;CATAPRESSAN 0,15 mg/ml, solution injectable;solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62444396;CATARSTAT, collyre en solution;collyre;ophtalmique;Commercialisée;;;;;;
68378686;CAULOPHYLLUM THALICTROIDES BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65307253;CAULOPHYLLUM THALICTROIDES LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
67565238;CAULOPHYLLUM THALICTROIDES WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
62426188;CAUSTICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68268706;CAUSTICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68091259;CAUSTICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
65613168;CAVERJECT 10 microgrammes/1 ml, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral;intracaverneuse;Commercialisée;;;;;;
68594342;CAVERJECT 20 microgrammes/1 ml, lyophilisat et solution pour usage parentéral;lyophilisat et  solution pour usage parentéral;intracaverneuse;Commercialisée;;;;;;
61054849;CAYSTON 75 mg, poudre et solvant pour solution pour inhalation;poudre et  solvant pour solution pour inhalation;inhalée;Commercialisée;;;;;;
68716967;CEANOTHUS AMERICANUS SICCUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
69033814;CEANOTHUS AMERICANUS SICCUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64954526;CEANOTHUS AMERICANUS SICCUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;solution;"orale;sublinguale";Commercialisée;;;;;;
62307903;CEBEMYXINE, collyre en solution;collyre en solution;ophtalmique;Commercialisée;;;;;;
69643340;CEBEMYXINE, pommade ophtalmique;pommade;ophtalmique;Non commercialisée;;;;;;
69497729;CEBESINE 0,4 %, collyre en solution;collyre en solution;ophtalmique;Commercialisée;;;;;;
67184116;CEBUTID 100 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
64161831;CEBUTID 50 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
68411271;CEBUTID LP 200 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Commercialisée;;;;;;
64257178;CEDRON BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62345971;CEDRON LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62069124;CEFADROXIL BIOGARAN 500 mg, gélule;gélule;orale;Commercialisée;;;;;;
61535074;CEFADROXIL MYLAN 1 g, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66752651;CEFADROXIL MYLAN 250 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
67793327;CEFADROXIL MYLAN 500 mg, gélule;gélule;orale;Commercialisée;;;;;;
65128250;CEFADROXIL MYLAN 500 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Non commercialisée;;;;;;
69778256;CEFADROXIL SANDOZ 500 mg, gélule;gélule;orale;Non commercialisée;;;;;;
61964091;CEFALINE HAUTH 500 mg/50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
64822656;CEFALINE HAUTH 500mg/50mg, poudre orale en sachet;poudre;orale;Commercialisée;;;;;;
63064468;CEFALOTINE PANPHARMA 1 g, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;"intramusculaire;intraveineuse";Non commercialisée;;;;;;
66119133;CEFAMANDOLE FLAVELAB 750 mg, poudre pour solution injectable (IM - IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
69886260;CEFAMANDOLE PANPHARMA 750 mg, poudre pour usage parentéral;poudre pour usage parentéral;"intramusculaire;intraveineuse";Non commercialisée;;;;;;
61242331;CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
67948546;CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
60759938;CEFAZOLINE PANPHARMA 1 g/3 ml, poudre et solution pour usage parentéral (IM);poudre et  solution pour usage parentéral;intramusculaire;Commercialisée;;;;;;
69258056;CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV);poudre pour usage parentéral;intraveineuse;Commercialisée;;;;;;
67089141;CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV);poudre pour usage parentéral;intraveineuse;Commercialisée;;;;;;
64381603;CEFEPIME GERDA 0,5 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
69013007;CEFEPIME GERDA 1 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
61110397;CEFEPIME GERDA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
65002725;CEFEPIME MYLAN 1 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
68804495;CEFEPIME MYLAN 2 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
65372571;CEFEPIME NORIDEM 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion;intraveineuse;Commercialisée;;;;;;
64348044;CEFEPIME NORIDEM 2 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion;intraveineuse;Commercialisée;;;;;;
61957549;CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
69701039;CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
64821860;CEFIXIME ALMUS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60237790;CEFIXIME ARROW 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
67490967;CEFIXIME ARROW LAB 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63309743;CEFIXIME BIOGARAN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68809147;CEFIXIME CRISTERS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69100387;CEFIXIME EG 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64076815;CEFIXIME EG LABO 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69410877;CEFIXIME EVOLUGEN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69038035;CEFIXIME MYLAN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
62217516;CEFIXIME MYLAN PHARMA 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68907748;CEFIXIME RANBAXY 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
69995637;CEFIXIME TEVA 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60762126;CEFIXIME ZENTIVA 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61858298;CEFIXIME ZYDUS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65053285;CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
69743305;CEFOTAXIME MYLAN 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62177527;CEFOTAXIME MYLAN 500 mg, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62501705;CEFOTAXIME PANPHARMA 0,5 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
63754202;CEFOTAXIME PANPHARMA 1 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
65424833;CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
60329598;CEFOXITINE GERDA 1 g, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
60580134;CEFOXITINE GERDA 2 g, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
69084488;CEFOXITINE PANPHARMA 1 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
67355243;CEFOXITINE PANPHARMA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
67747931;CEFPODOXIME ARROW 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
67932983;CEFPODOXIME ARROW ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
67838110;CEFPODOXIME ARROW GENERIQUES ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable;granulés pour suspension buvable;orale;Commercialisée;;;;;;
63459312;CEFPODOXIME ARROW LAB 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64586017;CEFPODOXIME BIOGARAN 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68497014;CEFPODOXIME BIOGARAN ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
68411798;CEFPODOXIME CRISTERS 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62348800;CEFPODOXIME EG 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63104628;CEFPODOXIME EG ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
68052587;CEFPODOXIME ISOMED 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
68951100;CEFPODOXIME MYLAN PHARMA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62026621;CEFPODOXIME RANBAXY 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63643038;CEFPODOXIME SANDOZ 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69170898;CEFPODOXIME SANDOZ ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
67817899;CEFPODOXIME TEVA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67939013;CEFPODOXIME TEVA ENFANTS ET NOURRISSONS 40 mg/ 5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
61228659;CEFPODOXIME ZENTIVA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64384688;CEFPODOXIME ZENTIVA ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable;granulés pour suspension buvable;orale;Commercialisée;;;;;;
63386914;CEFPODOXIME ZYDUS 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64318859;CEFTAZIDIME ARROW 1 g, poudre pour solution injectable (IM,IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
60360608;CEFTAZIDIME ARROW 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
68796073;CEFTAZIDIME GERDA 0,5 g, poudre pour solution injectable (IM, IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
67734097;CEFTAZIDIME GERDA 1 g, poudre pour solution injectable (IM,IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
61432067;CEFTAZIDIME GERDA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
64337375;CEFTAZIDIME KABI 1 g, poudre pour solution injectable (IM/IV);poudre pour solution injectable;"intramusculaire;intraveineuse";Non commercialisée;;;;;;
61039384;CEFTAZIDIME MYLAN 1 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62412936;CEFTAZIDIME MYLAN 2 g, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Commercialisée;;;;;;
66064046;CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62900184;CEFTAZIDIME MYLAN ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
63483217;CEFTAZIDIME PANPHARMA 1 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
60550493;CEFTAZIDIME PANPHARMA 2 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
68328338;CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
68250156;CEFTAZIDIME PANPHARMA ENFANTS ET NOURRISSONS 500 mg, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62676989;CEFTRIAXONE ALMUS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
62113300;CEFTRIAXONE ARROW 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
62445555;CEFTRIAXONE ARROW 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
69211366;CEFTRIAXONE ARROW 500 mg/2 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
65429054;CEFTRIAXONE ARROW 500 mg/5 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;"intramusculaire;intraveineuse";Non commercialisée;;;;;;
61901618;CEFTRIAXONE BIOGARAN 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68437953;CEFTRIAXONE BIOGARAN 1 g/3,5 mL, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
66732143;CEFTRIAXONE CRISTERS 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
61454487;CEFTRIAXONE CRISTERS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
63841034;CEFTRIAXONE EG 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
64018712;CEFTRIAXONE EG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
60617052;CEFTRIAXONE EVOLUGEN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
64915021;CEFTRIAXONE GERDA 1 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
63009087;CEFTRIAXONE GERDA 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
68829580;CEFTRIAXONE GERDA 2 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
61072637;CEFTRIAXONE KABI 2 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Non commercialisée;;;;;;
62884513;CEFTRIAXONE MYLAN 1 g, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
61493159;CEFTRIAXONE MYLAN 1 g/10 ml, poudre et solvant pour solution injectable (IV);poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
